UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
155520,"R",14231914,"R",30689258,"R",0,"R",56909650,"R",18446503,"R",13925116,"R",15489755,"R",22973392,"R",12491728,"R",10481664,"R",38463147,"R",5493845,"R",43513483,"R",17039410,"R",432207,"R",0,"R",66478945,"R",35789687,"R",38790083,"R",34056918,"R",0,"R",4733165,"R",33729982,"R",0,"R",38463147,"R",2260515,"R",937817,"R",502293,"R",0,"R",159388,"R",13921795,"R",17781808,"R",14081183,"R",0,"R",14081183,"R",22101000,"R",22101000,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2198253,"R",2198253,"R",0,"R",0,"R",10189,"R",10189,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8600765,"R",2650837,"R",4396958,"R",1552970,"R",8572141,"R",2622213,"R",4396958,"R",1552970,"R",28624,"R",28624,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",626776,"R",135470,"R",490782,"R",524,"R",0,"R",0,"R",5118516,"R",5118516,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",134584,"R",123319,"R",56,"R",11209,"R",38790083,"R",32337584,"R",4887796,"R",1564703,"R",0,"R",588048,"R",-582642,"R",-5406,"R",38790083,"R",32925632,"R",4305154,"R",1559297,"R",10820318,"R",7814761,"R",2712,"R",1073,"R",147823,"R",113220,"R",2044821,"R",1403870,"R",5631890,"R",2383812,"R",9958248,"R",2550098,"R",5451106,"R",1901876,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34056918,"R",16168710,"R",3756676,"R",3957378,"R",1748604,"R",882482,"R",7543068, 1,"R",11783813,"R",13612468
155627,"R",18983360,"R",59118037,"R",0,"R",96898536,"R",75881378,"R",47523104,"R",8168440,"R",12848718,"R",12848718,"R",0,"R",21017158,"R",6258442,"R",49400284,"R",21493732,"R",18651241,"Z",0,"R",95803699,"R",36685662,"R",58419909,"R",55930131,"R",0,"R",2489778,"R",18527380,"R",0,"R",21017158,"R",5930171,"R",121686,"R",621337,"R",0,"R",20895,"R",20021099,"R",26715188,"R",20041994,"R",0,"R",20041994,"R",40142344,"R",40142344,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8080816,"R",7763519,"R",0,"R",317297,"R",8080816,"R",7763519,"R",0,"R",317297,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",599780,"R",251549,"Z",0,"R",348231,"Z",0,"Z",0,"R",7939094,"R",7939094,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1657875,"R",1657875,"R",0,"R",0,"R",58419909,"R",57754381,"Z",0,"R",665528,"R",0,"R",865430,"Z",0,"R",-865430,"R",58419909,"R",58619811,"R",0,"R",-199902,"R",8110405,"R",5773830,"Z",0,"Z",0,"Z",0,"Z",0,"R",6003410,"R",2130123,"R",17283864,"R",8319485,"R",16908127,"R",4717153,"R",7624325,"R",171451,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",55930131,"R",21112042,"R",5268779,"R",1324076,"R",2911249,"R",2519539,"R",22794446, 1,"R",16161221,"R",16909065
155812,"R",21773418,"R",22356661,"R",0,"R",52609355,"R",8314025,"R",3770000,"R",22662891,"R",21632439,"R",15625615,"R",6006824,"R",44295330,"R",863353,"R",41110675,"R",13145713,"R",2162938,"R",0,"R",57282679,"R",34926018,"R",27975085,"R",24961616,"R",-61416,"R",2952053,"R",41343277,"R",0,"R",44295330,"R",1590697,"R",134072,"R",674740,"R",0,"R",574633,"R",9028930,"R",12003072,"R",9603563,"R",0,"R",9603563,"R",18140619,"R",18140619,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",287938,"R",287938,"R",0,"R",0,"R",52504,"R",52504,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5283418,"R",2919202,"R",2179552,"R",184664,"R",5283418,"R",2919202,"R",2179552,"R",184664,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1737876,"R",512820,"R",1364095,"R",-139039,"R",0,"R",0,"R",2274723,"R",2274723,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",198007,"R",198007,"R",0,"R",0,"R",27975085,"R",24385813,"R",3543647,"R",45625,"R",0,"R",3805139,"R",-3805139,"Z",0,"R",27975085,"R",28190952,"R",-261492,"R",45625,"R",10530700,"R",5713767,"R",0,"R",0,"R",0,"R",0,"R",1003049,"R",429285,"R",5948976,"R",2152920,"R",3903116,"R",2537223,"R",2061639,"R",107430,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1514136,"R",0,"R",24961616,"R",10940625,"R",2707860,"R",2422963,"R",2205030,"R",167256,"R",6517882, 1,"R",15041731,"R",15986016
155900,"R",18440396,"R",13454865,"R",0,"R",38133988,"R",12151005,"R",4995610,"R",-3839816,"R",29822799,"R",27805047,"R",2017752,"R",25982983,"R",267803,"R",44483080,"R",7492513,"R",94967,"R",0,"R",52338363,"R",38883498,"R",23651901,"R",25534759,"R",0,"R",-1882858,"R",27865841,"R",0,"R",25982983,"R",2297799,"R",113406,"R",435881,"R",0,"R",1845751,"R",10534325,"R",15227162,"R",12380076,"R",0,"R",12380076,"R",13872558,"R",13872558,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",113406,"R",113406,"R",0,"R",0,"R",435881,"R",435881,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2845707,"R",907735,"R",1937972,"R",0,"R",2845707,"R",907735,"R",1937972,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133859,"R",133859,"R",0,"R",0,"R",1795557,"R",8682,"R",1786875,"Z",0,"Z",0,"Z",0,"R",3694351,"R",3694351,"R",0,"R",0,"R",760582,"R",760582,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23651901,"R",19927054,"R",3724847,"Z",0,"R",0,"R",2246953,"R",-2246953,"Z",0,"R",23651901,"R",22174007,"R",1477894,"R",0,"R",8641094,"R",5557866,"R",0,"R",0,"R",0,"R",0,"R",2364975,"R",843200,"R",814143,"R",460315,"R",5574656,"R",929385,"R",4625055,"R",3182473,"R",1603677,"R",0,"R",0,"R",0,"Z",0,"R",1911159,"R",42150,"R",25534759,"R",11015389,"R",2604815,"R",1911159,"R",1138661,"R",239061,"R",8625674, 1,"R",26729244,"R",27805047
155937,"R",14217133,"R",9982314,"Z",0,"R",49393182,"R",14334629,"R",6242099,"R",-2259965,"R",37318518,"R",37318518,"R",0,"R",35058553,"R",477398,"R",17310799,"R",7206973,"R",511486,"R",340919,"R",25847575,"R",15865261,"R",15998144,"R",15088449,"R",1278007,"R",2187702,"R",32870851,"R",0,"R",35058553,"R",1388237,"R",125362,"R",431417,"R",0,"R",185631,"R",6943281,"R",9073928,"R",6943281,"R",0,"R",6943281,"R",6024730,"R",6024730,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",534350,"R",534350,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4677678,"R",609517,"R",0,"R",4068161,"R",0,"R",0,"R",0,"R",0,"R",4677678,"R",609517,"R",0,"R",4068161,"Z",0,"Z",0,"Z",0,"Z",0,"R",545232,"R",545232,"Z",0,"Z",0,"R",0,"R",0,"R",3706656,"R",3706656,"R",0,"R",0,"R",509498,"R",509498,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15998144,"R",11929983,"R",0,"R",4068161,"R",0,"R",0,"Z",0,"Z",0,"R",15998144,"R",11929983,"R",0,"R",4068161,"R",3368427,"R",2440695,"Z",0,"R",0,"Z",0,"R",0,"R",794969,"R",165043,"R",3868853,"R",2030186,"R",2853301,"R",1398771,"R",4202899,"R",213089,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",15088449,"R",6247784,"R",1115001,"R",6489082,"R",848486,"R",388096,"R",0, 1,"R",23113312,"R",17293994
155973,"R",13024448,"R",30282964,"R",0,"R",46379882,"R",8758465,"R",6736892,"R",26205285,"R",11416132,"R",6333914,"R",5082218,"R",37621417,"R",4271485,"R",36353208,"R",5679853,"R",81571,"R",0,"R",46386117,"R",16103153,"R",17445109,"R",15946282,"R",0,"R",1498827,"R",36122590,"R",0,"R",37621417,"R",1052622,"R",116688,"R",317085,"R",0,"R",142946,"R",8957333,"R",10586674,"R",9100279,"Z",0,"R",9100279,"R",6112158,"R",6112158,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",195076,"R",195076,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4703289,"R",1764407,"R",2736107,"R",202775,"R",4703289,"R",1764407,"R",2736107,"R",202775,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",358893,"R",105455,"Z",0,"R",253438,"R",483229,"R",483229,"R",5000706,"R",5000706,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",591758,"R",591758,"R",0,"R",0,"R",17445109,"R",14252789,"R",2736107,"R",456213,"R",0,"R",-1465328,"R",1465328,"R",0,"R",17445109,"R",12787461,"R",4201435,"R",456213,"R",3842791,"R",2699478,"Z",0,"Z",0,"Z",0,"Z",0,"R",888744,"R",404990,"R",5076184,"R",2040444,"R",2121566,"R",884349,"R",4016997,"R",387824,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",15946282,"R",6417085,"R",1498040,"R",934771,"R",1179950,"R",269612,"R",5646824, 1,"R",10202555,"R",10961317
156189,"R",52848527,"R",37439174,"R",0,"R",103393373,"R",2657741,"R",0,"R",71829607,"R",28906025,"R",25353846,"R",3552179,"R",100735632,"R",1315095,"R",37344814,"R",12773344,"R",17293186,"R",0,"R",68726439,"R",31287265,"R",24817599,"R",14867434,"R",-181552,"R",9768613,"R",90967019,"R",0,"R",100735632,"R",1485291,"R",1081733,"R",2434461,"R",0,"R",2315616,"R",693937,"R",8011038,"R",2204892,"R",0,"R",2204892,"R",4368097,"R",4368097,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1148784,"R",1148784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12806288,"R",5846158,"R",6360450,"R",599680,"R",12806288,"R",5846158,"R",6360450,"R",599680,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2637748,"R",2367823,"R",144816,"R",125109,"R",0,"R",0,"R",3366711,"R",3366711,"R",0,"R",0,"R",298536,"R",298536,"R",0,"R",0,"R",191435,"R",191425,"R",0,"R",10,"R",24817599,"R",17587534,"R",6505266,"R",724799,"R",0,"R",5596338,"R",-5582672,"R",-13666,"R",24817599,"R",23183872,"R",922594,"R",711133,"R",2988505,"R",1497320,"R",0,"R",0,"R",0,"R",0,"R",1426901,"R",275745,"R",2287780,"R",675594,"R",3531645,"R",1194908,"R",3064564,"R",113500,"R",192839,"R",0,"R",0,"R",1094207,"R",546748,"R",280993,"R",1,"R",14867434,"R",4303816,"R",1464364,"R",1488524,"R",1378258,"R",0,"R",6232472, 1,"R",43329427,"R",45026330
156213,"R",61127906,"R",55990573,"R",0,"R",142043154,"R",14201042,"R",6190752,"R",59234192,"R",68607920,"R",40900289,"R",27707631,"R",127842112,"R",9752587,"R",86334003,"R",26518419,"R",1643005,"R",0,"R",124248014,"R",68257441,"R",42655767,"R",37974268,"R",0,"R",4681499,"R",123160613,"R",0,"R",127842112,"R",2345734,"R",124555,"R",2743611,"R",0,"R",1568262,"R",14407375,"R",21189537,"R",16100192,"Z",0,"R",16100192,"R",22877681,"R",22877681,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",214436,"R",214436,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8449711,"R",3110486,"R",3833416,"R",1505809,"R",8449711,"R",3110486,"R",3833416,"R",1505809,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3060337,"R",1535402,"R",1453905,"R",71030,"R",0,"R",0,"R",6982771,"R",6982771,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1070831,"R",876602,"R",-1630,"R",195859,"R",42655767,"R",35597378,"R",5285691,"R",1772698,"R",0,"R",2377104,"R",-2377104,"Z",0,"R",42655767,"R",37974482,"R",2908587,"R",1772698,"R",15773111,"R",8830441,"Z",0,"Z",0,"R",199340,"R",81286,"R",2370197,"R",1007807,"R",6533368,"R",3051402,"R",6677984,"R",3672921,"R",6420268,"R",950136,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",37974268,"R",17593993,"R",5793796,"R",2374137,"R",3696854,"R",381611,"R",8133877, 1,"R",49116604,"R",54987082
156222,"R",161769589,"R",85153115,"R",0,"R",277244548,"R",10676434,"R",5001430,"R",88596731,"R",177971383,"R",113304035,"R",64667348,"R",266568114,"R",7624847,"R",93132347,"R",35251416,"R",0,"R",0,"R",136008610,"R",50855495,"R",33027239,"R",29347647,"R",0,"R",3679592,"R",262888522,"R",0,"R",266568114,"R",0,"R",0,"R",0,"R",0,"R",6123295,"R",1108542,"R",7231837,"R",7097972,"R",133865,"R",7231837,"R",10089114,"R",10089114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",183732,"R",0,"R",183732,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10137196,"R",3294677,"R",6842519,"R",0,"R",7970513,"R",3294677,"R",4675836,"R",0,"R",2166683,"R",0,"R",2166683,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7206743,"R",6213,"R",7200530,"R",0,"R",2061299,"R",2061299,"R",2044836,"R",2044836,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1304319,"R",252270,"R",1052049,"R",0,"R",33027239,"R",17748409,"R",15278830,"R",0,"R",0,"R",-13113259,"R",13113259,"R",0,"R",33027239,"R",4635150,"R",28392089,"R",0,"R",12612576,"R",6923259,"R",0,"R",0,"R",34425,"R",12348,"R",2951297,"R",1328645,"R",3027226,"R",1829955,"R",6288316,"R",2727028,"R",4433807,"R",828641,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29347647,"R",13649876,"R",3132088,"R",1998090,"R",3222521,"R",221530,"R",7123542, 1,"R",148290629,"R",150440011
156286,"R",76230935,"R",121957176,"R",0,"R",221456711,"R",89444093,"R",77464600,"R",78355306,"R",53657312,"R",36947833,"R",16709479,"R",132012618,"R",5204537,"R",135211369,"R",54051262,"R",834780,"R",0,"R",195301948,"R",73344772,"R",76466327,"R",76919436,"R",0,"R",-453109,"R",132465727,"R",0,"R",132012618,"R",3128367,"R",210503,"R",6991832,"R",0,"R",1041611,"R",59564294,"R",70936607,"R",58079594,"R",2526311,"R",60605905,"R",61298795,"R",61298795,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",425019,"R",0,"R",425019,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5919282,"R",3076837,"R",2275345,"R",567100,"R",5919282,"R",3076837,"R",2275345,"R",567100,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",769093,"R",872168,"R",-67987,"R",-35088,"Z",0,"Z",0,"R",6503872,"R",6503872,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1550266,"R",6823611,"R",-5273345,"R",0,"R",76466327,"R",78575283,"R",-2640968,"R",532012,"R",0,"R",0,"Z",0,"Z",0,"R",76466327,"R",78575283,"R",-2640968,"R",532012,"R",32791264,"R",19976369,"Z",0,"Z",0,"R",87084,"R",23056,"R",6784107,"R",3593640,"R",17728312,"R",6778596,"R",12667620,"R",6304457,"R",6861049,"R",445246,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",76919436,"R",37121364,"R",9637354,"R",7311884,"R",5126689,"R",3274839,"R",14447306, 1,"R",66864493,"R",66331271
156295,"R",1279893900,"R",248643545,"R",0,"R",1652346491,"R",82294831,"R",0,"R",812590400,"R",757461260,"R",317979743,"R",439481517,"R",1570051660,"R",3666746,"R",331670535,"R",28517655,"R",13867179,"R",0,"R",377722115,"R",129078570,"R",175899234,"R",131978461,"R",-509173,"R",43411600,"R",1526640060,"R",0,"R",1570051660,"R",7429995,"R",4191677,"R",3790785,"R",0,"R",73289560,"R",0,"R",88702017,"R",70310600,"R",2978960,"R",73289560,"R",4539595,"R",4539595,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",45874491,"R",45874491,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",42286826,"R",18554742,"R",13952660,"R",9779424,"R",29854241,"R",18554742,"R",1520075,"R",9779424,"R",12432585,"R",0,"R",12432585,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",65758111,"R",55318150,"R",9783745,"R",656216,"R",3184648,"R",3184648,"R",6493221,"R",6493221,"Z",0,"Z",0,"R",4465679,"R",4465679,"Z",0,"Z",0,"R",3296663,"R",3296663,"R",0,"R",0,"R",175899234,"R",141727189,"R",23736405,"R",10435640,"R",0,"R",59523192,"R",-59523192,"Z",0,"R",175899234,"R",201250381,"R",-35786787,"R",10435640,"R",29714404,"R",15766201,"Z",0,"Z",0,"R",42734682,"R",12324238,"R",11227190,"R",5359864,"R",12134512,"R",5260151,"R",20017704,"R",10201197,"R",9976495,"R",1332928,"Z",0,"Z",0,"Z",0,"R",6173474,"R",416673,"R",0,"R",0,"R",131978461,"R",50661252,"R",10527025,"R",7785744,"R",10433837,"R",1443845,"R",51126758, 1,"R",1192078100,"R",1218740000
156356,"R",13416972,"R",20425159,"R",0,"R",37991215,"R",6231711,"R",3773128,"R",14246945,"R",17512559,"R",10671425,"R",6841134,"R",31759504,"R",3983943,"R",21633040,"R",5035114,"R",5897424,"R",2152494,"R",38702015,"R",18276856,"R",13709011,"R",14518205,"R",0,"R",-809194,"R",32568698,"R",0,"R",31759504,"R",2111259,"R",85700,"R",1883392,"R",0,"R",287797,"R",7128899,"R",11497047,"R",7128899,"R",0,"R",7128899,"R",8565519,"R",8565519,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",341944,"R",341944,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1557821,"R",980241,"R",455341,"R",122239,"R",1557821,"R",980241,"R",455341,"R",122239,"R",0,"R",0,"R",0,"R",0,"R",44275,"R",44275,"Z",0,"Z",0,"R",-24711,"R",635842,"R",-678101,"R",17548,"Z",0,"Z",0,"R",3072616,"R",3072616,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",151547,"R",141991,"R",9556,"R",0,"R",13709011,"R",13782428,"R",-213204,"R",139787,"R",0,"R",82805,"R",-82805,"Z",0,"R",13709011,"R",13865233,"R",-296009,"R",139787,"R",5601729,"R",3505624,"R",0,"R",0,"R",0,"R",0,"R",373960,"R",143221,"R",4542905,"R",1807135,"R",2133720,"R",1045795,"R",1381915,"R",12446,"R",396556,"R",0,"R",0,"R",0,"R",0,"R",87420,"R",0,"R",14518205,"R",6514221,"R",1295225,"R",784109,"R",1007933,"R",108515,"R",4808202, 1,"R",13513494,"R",12872991
156365,"R",23815103,"R",84725322,"R",0,"R",147882355,"R",51702344,"R",38112563,"R",71316948,"R",24863063,"R",16385179,"R",8477884,"R",96180011,"R",13951956,"R",80493855,"R",11562649,"R",10204056,"R",0,"R",116212516,"R",31487194,"R",124703791,"R",88779592,"R",-279490,"R",35644709,"R",60535302,"R",0,"R",96180011,"R",6983675,"R",173581,"R",7377127,"R",0,"R",721027,"R",24155784,"R",39411194,"R",24876811,"R",0,"R",24876811,"R",105904749,"R",105904749,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",483870,"R",0,"R",483870,"R",0,"R",8472,"R",0,"R",8472,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5283003,"R",2647831,"R",2298240,"R",336932,"R",5283003,"R",2647831,"R",2298240,"R",336932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1424923,"R",943713,"R",471210,"R",10000,"R",0,"R",0,"R",7972751,"R",7972751,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3626023,"R",3626023,"R",0,"R",0,"R",124703791,"R",121095067,"R",3261792,"R",346932,"R",0,"R",2647572,"R",-2647572,"R",0,"R",124703791,"R",123742639,"R",614220,"R",346932,"R",39836037,"R",22068063,"R",0,"R",0,"R",0,"R",0,"R",6062973,"R",2879988,"R",24702362,"R",7157138,"R",11336398,"R",5155435,"R",6841822,"R",603645,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",88779592,"R",37864269,"R",4773101,"R",4532722,"R",3023161,"R",1630835,"R",36955504, 1,"R",20968711,"R",29384985
156408,"R",341831964,"R",118564292,"R",1057976,"R",513736308,"R",135451923,"R",112303166,"R",127505806,"R",250778579,"R",250778579,"R",0,"R",378284385,"R",19642324,"R",153390763,"R",27261286,"R",16668411,"R",0,"R",216962784,"R",98398492,"R",74956040,"R",65159277,"R",0,"R",9796763,"R",368487622,"R",0,"R",378284385,"R",1266388,"R",176071,"R",2824233,"R",0,"R",6893739,"R",27449772,"R",38610203,"R",34442017,"R",626160,"R",35068177,"R",26244165,"R",26244165,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",176071,"R",176071,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17561346,"R",6692414,"R",0,"R",10868932,"R",17561346,"R",6692414,"R",0,"R",10868932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16689516,"R",4250835,"Z",0,"R",12438681,"R",0,"R",0,"R",13964333,"R",13964333,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",320609,"R",11149682,"R",0,"R",-10829073,"R",74956040,"R",62477500,"R",0,"R",12478540,"R",0,"R",0,"R",0,"R",0,"R",74956040,"R",62477500,"R",0,"R",12478540,"R",25931159,"R",12686945,"R",0,"R",0,"R",0,"R",0,"R",4091296,"R",1516796,"R",12674239,"R",3676620,"R",12427694,"R",6505132,"R",10034888,"R",773981,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",65159277,"R",25159474,"R",5873209,"R",1517280,"R",4307835,"R",3013907,"R",25287572, 1,"R",323609355,"R",330599920
