UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
237358,"R",41661692,"R",25945887,"R",0,"R",81571131,"R",3335368,"R",557364,"R",30523926,"R",47711837,"R",27562054,"R",20149783,"R",78235763,"R",5362494,"R",53608603,"R",10546387,"R",753894,"R",0,"R",70271378,"R",44325491,"R",22253939,"R",21278667,"R",227514,"R",1202786,"R",77032977,"R",0,"R",78235763,"R",1859923,"R",248765,"R",842154,"R",0,"R",1114309,"R",12058605,"R",16123756,"R",13448768,"R",181074,"R",13629842,"R",7879941,"R",7879941,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1496856,"R",1365389,"R",131467,"R",0,"R",5680,"R",5680,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2284253,"R",424732,"R",1557109,"R",302412,"R",2218145,"R",358624,"R",1557109,"R",302412,"R",66108,"R",66108,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3836511,"R",901792,"R",2934719,"R",0,"Z",0,"Z",0,"R",6254422,"R",6254422,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",496276,"R",411546,"R",84730,"R",0,"R",22253939,"R",17243502,"R",4708025,"R",302412,"R",0,"R",2807769,"R",-3168433,"R",360664,"R",22253939,"R",20051271,"R",1539592,"R",663076,"R",6672338,"R",3690268,"Z",0,"Z",0,"R",25573,"R",23569,"R",981375,"R",296152,"R",4945046,"R",2209490,"R",4376493,"R",1454149,"R",4277842,"R",1037828,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",21278667,"R",8711456,"R",2481153,"R",2198409,"R",2009642,"R",31226,"R",5846781, 1,"R",43703172,"R",45594930
237640,"R",1307659,"R",12189876,"R",0,"R",17579774,"R",29780056,"R",19020246,"R",-16783362,"R",4583080,"R",0,"R",4583080,"R",-12200282,"R",2483769,"R",15795030,"R",6402984,"R",0,"R",0,"R",24681783,"R",12491907,"R",9237259,"R",16015888,"R",0,"R",-6778629,"R",-5421653,"R",0,"R",-12200282,"R",698703,"R",85317,"R",232929,"R",46366,"R",394438,"R",4491238,"R",5948991,"R",4147860,"R",1521836,"R",5669696,"R",3208163,"R",3208163,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",784020,"R",784020,"R",0,"R",0,"R",232929,"R",232929,"Z",0,"Z",0,"R",46366,"R",46366,"Z",0,"Z",0,"R",894565,"R",321996,"R",0,"R",572569,"R",894565,"R",321996,"R",0,"R",572569,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57618,"R",50652,"R",0,"R",6966,"R",145179,"R",145179,"R",1295847,"R",1295847,"R",0,"R",0,"R",45000,"R",45000,"R",0,"R",0,"R",2527572,"R",2397935,"R",0,"R",129637,"R",9237259,"R",8528087,"R",0,"R",709172,"R",0,"R",597561,"R",0,"R",-597561,"R",9237259,"R",9125648,"R",0,"R",111611,"R",1646399,"R",1177820,"R",0,"R",0,"R",0,"R",0,"R",411600,"R",294455,"R",1522985,"R",438842,"R",3896773,"R",752164,"R",1290793,"R",515120,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7247338,"R",299843,"R",16015888,"R",3478244,"R",557395,"R",867387,"R",511695,"R",1807712,"R",8793455, 1,"R",8510103,"R",4583080
237905,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12610,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12610,"R",0,"R",0,"R",0,"R",149375,"R",149375,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",149375,"R",149375,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",149375,"R",149375,"R",0,"R",0,"R",495762,"R",471257,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",495762,"R",471257,"R",0,"R",0,"R",0,"R",0,"R",24505,-2,"A",,"A",
237969,"R",47858085,"R",37975453,"R",0,"R",105292705,"R",24356257,"R",19325037,"R",10941421,"R",69995027,"R",55978714,"R",14016313,"R",80936448,"R",4847414,"R",86656157,"R",14045775,"R",1745688,"R",1390331,"R",108685365,"R",70709912,"R",32791625,"R",28060381,"R",-41729,"R",4689515,"R",76246933,"R",0,"R",80936448,"R",1971140,"R",189968,"R",2642487,"R",0,"R",2352767,"R",21196217,"R",28352579,"R",23548984,"R",0,"R",23548984,"R",14357952,"R",14357952,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3079848,"R",258356,"R",2821492,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2939786,"R",786791,"R",1639403,"R",513592,"R",2939786,"R",786791,"R",1639403,"R",513592,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2633096,"R",78566,"R",2450692,"R",103838,"R",0,"R",0,"R",9535737,"R",9535737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",245206,"R",178411,"R",68086,"R",-1291,"R",32791625,"R",25195813,"R",6979673,"R",616139,"R",0,"R",4015017,"R",-4015017,"R",0,"R",32791625,"R",29210830,"R",2964656,"R",616139,"R",8354280,"R",5122112,"R",0,"R",0,"R",0,"R",0,"R",2657420,"R",988528,"R",6217915,"R",2405294,"R",4550218,"R",1743442,"R",6280548,"R",249690,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28060381,"R",10509066,"R",3286151,"R",4084292,"R",2846137,"R",808014,"R",6526721, 1,"R",50310418,"R",51917721
238078,"R",6709534,"R",5323328,"R",0,"R",19894439,"R",7333438,"R",117785,"R",-2626600,"R",15187601,"R",9696622,"R",5490979,"R",12561001,"R",977715,"R",704397,"R",33019877,"R",110580,"R",2508764,"R",37321333,"R",31998005,"R",26907917,"R",29445864,"R",0,"R",-2537947,"R",15098948,"R",0,"R",12561001,"R",1374643,"R",188405,"R",0,"R",0,"R",0,"R",13656183,"R",15219231,"R",13656183,"R",0,"R",13656183,"R",14410892,"R",14410892,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",597028,"R",597028,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",5169521,"R",4982631,"R",186890,"R",0,"R",5169521,"R",4982631,"R",186890,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",495781,"Z",0,"R",495781,"Z",0,"R",0,"R",0,"R",5855806,"R",5855806,"R",0,"R",0,"R",378889,"R",378889,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",26907917,"R",26225246,"R",682671,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",26907917,"R",26225246,"R",682671,"R",0,"R",7626783,"R",4427372,"R",935373,"R",504500,"R",0,"R",0,"R",1433927,"R",436335,"R",7237470,"R",2457506,"R",6429329,"R",2130991,"R",5653692,"R",117462,"R",129290,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29445864,"R",10074166,"R",2678770,"R",2725911,"R",522195,"R",34367,"R",13410455, 1,"R",13853492,"R",8782994
238096,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120004,"R",0,"R",9459,"R",6968,"R",0,"R",0,"R",136431,"R",0,"R",0,"R",0,"R",142703,"R",142703,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",142703,"R",142703,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",142703,"R",142703,"R",0,"R",0,"R",186073,"R",181752,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45963,"R",41642,"A",,"A",,"R",19852,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",251888,"R",223394,"R",28494,"R",0,"R",0,"R",0,"R",0,-2,"A",,"A",
238193,"R",45413681,"R",46883352,"R",0,"R",99613485,"R",20621637,"R",11023652,"R",52447348,"R",26544500,"R",20335420,"R",6209080,"R",78991848,"R",8085486,"R",73028303,"R",26746717,"R",0,"R",0,"R",107860506,"R",60977154,"R",38015043,"R",39166427,"R",49195,"R",-1102189,"R",80094037,"R",0,"R",78991848,"R",3199737,"R",119795,"R",2081025,"R",0,"R",1713808,"R",10009391,"R",17123756,"R",12837085,"R",0,"R",12837085,"R",26756662,"R",26756662,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",228932,"R",228932,"R",0,"R",0,"R",128857,"R",128857,"Z",0,"Z",0,"R",9600,"R",9600,"Z",0,"Z",0,"R",4628813,"R",1346257,"R",2061108,"R",1221448,"R",4628813,"R",1346257,"R",2061108,"R",1221448,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",2371417,"R",1316987,"R",1046610,"R",7820,"R",0,"R",0,"R",3692849,"R",3692849,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",197913,"R",197913,"R",0,"R",0,"R",38015043,"R",33678057,"R",3107718,"R",1229268,"R",0,"R",3346835,"R",-3346835,"Z",0,"R",38015043,"R",37024892,"R",-239117,"R",1229268,"R",13975325,"R",8680386,"R",216216,"R",120653,"R",0,"R",0,"R",2629981,"R",1064308,"R",6738227,"R",3398812,"R",12166330,"R",3651989,"R",3440348,"R",1002942,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39166427,"R",17919090,"R",4537169,"R",4068191,"R",4363189,"R",507808,"R",7770980, 1,"R",29962845,"R",31658366
238324,"R",13655378,"R",10598370,"R",0,"R",35222579,"R",2078355,"R",0,"R",19505702,"R",13638522,"R",11096347,"R",2542175,"R",33144224,"R",1729508,"R",7935373,"R",9584708,"R",0,"R",0,"R",19249589,"R",8651219,"R",12752363,"R",12554891,"R",0,"R",197472,"R",32946752,"R",0,"R",33144224,"R",284076,"R",24796,"R",262460,"R",0,"R",540702,"R",2119774,"R",3231808,"R",2660476,"R",0,"R",2660476,"R",7874707,"R",7874707,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",308872,"R",308872,"R",0,"R",0,"R",262460,"R",262460,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",733551,"R",171585,"R",262378,"R",299588,"R",733551,"R",171585,"R",262378,"R",299588,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1327748,"R",824273,"R",503475,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2245025,"R",2244165,"R",860,"R",0,"R",12752363,"R",11686062,"R",766713,"R",299588,"R",0,"R",572922,"R",-572922,"Z",0,"R",12752363,"R",12258984,"R",193791,"R",299588,"R",4174154,"R",3199683,"Z",0,"Z",0,"Z",0,"Z",0,"R",598669,"R",378617,"R",755612,"R",525217,"R",7026456,"R",1470442,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",12554891,"R",5573959,"R",1323078,"R",609088,"R",1191382,"R",1663,"R",3855721, 1,"R",10796759,"R",11096347
238333,"R",76465966,"R",60635825,"R",0,"R",225318936,"R",47074970,"R",28479458,"R",43379018,"R",134864948,"R",82652892,"R",52212056,"R",178243966,"R",8808291,"R",81198580,"R",13274449,"R",157183,"R",36112037,"R",139550540,"R",78914715,"R",41452828,"R",49262928,"R",0,"R",-7810100,"R",186054066,"R",0,"R",178243966,"R",1588514,"R",174884,"R",498648,"R",0,"R",1867794,"R",35112297,"R",39242137,"R",36980091,"R",0,"R",36980091,"R",20555638,"R",20555638,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1213055,"R",1213055,"R",0,"R",0,"R",120131,"R",120131,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5321697,"R",2935763,"R",2385934,"R",0,"R",5321697,"R",2935763,"R",2385934,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4294158,"R",1130001,"R",3164157,"R",0,"Z",0,"Z",0,"R",8561535,"R",8561535,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1386614,"R",16648189,"R",-15261575,"R",0,"R",41452828,"R",51164312,"R",-9711484,"Z",0,"R",0,"R",6148569,"R",-6148569,"Z",0,"R",41452828,"R",57312881,"R",-15860053,"R",0,"R",18134283,"R",9999336,"R",92775,"R",5005,"R",538895,"R",234046,"R",4586016,"R",1587355,"R",7643992,"R",2960550,"R",11551388,"R",6249282,"R",6294746,"R",127487,"R",65545,"R",0,"R",0,"R",0,"R",0,"R",355288,"R",355200,"R",49262928,"R",21518261,"R",5331535,"R",5433585,"R",3763144,"R",2128407,"R",11087996, 1,"R",160932873,"R",136744982
238430,"R",15031285,"R",24466720,"R",0,"R",44748361,"R",12729728,"R",9655000,"R",16397022,"R",15621611,"R",4589217,"R",11032394,"R",32018633,"R",199763,"R",40937300,"R",24954788,"R",0,"R",4043843,"R",70135694,"R",45668974,"R",27595755,"R",32193303,"R",0,"R",-4597548,"R",36616181,"R",0,"R",32018633,"R",2100446,"R",208849,"R",1010168,"R",0,"R",510261,"R",13324099,"R",17153823,"R",14047992,"R",0,"R",14047992,"R",18906302,"R",18906302,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2345500,"R",2345500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2420027,"R",429771,"R",1839625,"R",150631,"R",1375176,"R",429771,"R",794774,"R",150631,"R",1044851,"R",0,"R",1044851,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1446825,"R",1064406,"R",382419,"Z",0,"R",153435,"R",153435,"R",2024683,"R",2024683,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",298983,"R",2026376,"R",-1727393,"R",0,"R",27595755,"R",26950473,"R",494651,"R",150631,"R",0,"R",-1746202,"R",1746202,"R",0,"R",27595755,"R",25204271,"R",2240853,"R",150631,"R",9583906,"R",6635854,"R",0,"R",0,"R",210219,"R",55000,"R",5927089,"R",3212635,"R",4509883,"R",2014053,"R",9310923,"R",4111248,"R",2650758,"R",479574,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",525,"R",0,"R",32193303,"R",16508364,"R",3131734,"R",2647385,"R",1357469,"R",528520,"R",8019831, 1,"R",12087176,"R",12481793
238458,"R",97407338,"R",120991128,"R",0,"R",236187874,"R",17896372,"R",4200464,"R",146718833,"R",71572669,"R",43034368,"R",28538301,"R",218291502,"R",16986133,"R",140428550,"R",39225536,"R",1128505,"R",0,"R",197768724,"R",76777596,"R",89412420,"R",77191789,"R",762056,"R",12982687,"R",205308815,"R",0,"R",218291502,"R",2907643,"R",1688500,"R",2620855,"R",0,"R",1905005,"R",41806629,"R",50928632,"R",44016816,"R",0,"R",44016816,"R",54520010,"R",54520010,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1688500,"R",0,"R",1688500,"R",0,"R",246013,"Z",0,"R",246013,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9424172,"R",5208332,"R",1032140,"R",3183700,"R",9424172,"R",5208332,"R",1032140,"R",3183700,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3508149,"R",598442,"R",2909707,"Z",0,"Z",0,"Z",0,"R",17923837,"R",17923837,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2101739,"R",2101739,"R",0,"R",0,"R",89412420,"R",80352360,"R",5876360,"R",3183700,"R",0,"R",5576473,"R",-5576473,"Z",0,"R",89412420,"R",85928833,"R",299887,"R",3183700,"R",24919796,"R",13642686,"R",0,"R",0,"R",254039,"R",193444,"R",9619142,"R",4487683,"R",13138061,"R",5815214,"R",12958281,"R",5541929,"R",16302470,"R",1934356,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",77191789,"R",31615312,"R",8565171,"R",6783619,"R",7142003,"R",132806,"R",22952878, 1,"R",62142912,"R",71164498
238476,"R",121476201,"R",176659049,"R",0,"R",324089073,"R",67607458,"R",50060000,"R",160079847,"R",96401768,"R",35743261,"R",60658507,"R",256481615,"R",19587406,"R",183632357,"R",46830639,"R",1053003,"R",0,"R",251103405,"R",74444356,"R",84067029,"R",84284519,"R",0,"R",-217490,"R",256699105,"R",0,"R",256481615,"R",3401680,"R",312025,"R",1484276,"R",0,"R",2942513,"R",65719587,"R",73860081,"R",66856788,"R",1805312,"R",68662100,"R",46699165,"R",46699165,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2745212,"R",613911,"R",2131301,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3518487,"R",1043154,"R",1675394,"R",799939,"R",3518487,"R",1043154,"R",1675394,"R",799939,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6944626,"R",1882511,"R",5042121,"R",19994,"R",0,"R",0,"R",22806626,"R",22806626,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1352913,"R",284142,"R",1040908,"R",27863,"R",84067029,"R",73329509,"R",9889724,"R",847796,"R",0,"R",7866247,"R",-7866247,"Z",0,"R",84067029,"R",81195756,"R",2023477,"R",847796,"R",31820991,"R",19622104,"R",0,"R",0,"R",129783,"R",0,"R",5990756,"R",1476933,"R",13243636,"R",5687877,"R",18375803,"R",3249574,"R",14723550,"R",1905888,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",84284519,"R",31942376,"R",12443372,"R",8101581,"R",6706753,"R",1459029,"R",23631408, 1,"R",108980136,"R",111495804
238573,"R",1,"R",315565,"R",0,"R",5532802,"R",1987547,"R",0,"R",2485062,"R",1060193,"R",1060193,"R",0,"R",3545255,"R",0,"R",0,"R",315565,"R",0,"R",0,"R",315565,"R",0,"R",3545048,"R",4036521,"R",-22966,"R",-514439,"R",4059694,"R",0,"R",3545255,"R",208176,"R",1500,"R",149746,"R",0,"R",392945,"R",0,"R",752367,"R",752367,"R",0,"R",752367,"R",2507583,"R",2507583,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",209676,"R",209676,"R",0,"R",0,"R",149746,"R",149746,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",678043,"R",678043,"R",0,"R",0,"R",3545048,"R",3545048,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3545048,"R",3545048,"R",0,"R",0,"R",1165487,"R",1165487,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",249349,"R",249349,"R",2349633,"R",272052,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",272052,"R",0,"R",4036521,"R",1686888,"R",473811,"R",0,"R",79699,"R",0,"R",1796123, 2,"A",,"A",
238616,"R",88859241,"R",175663805,"R",0,"R",280184558,"R",48683010,"R",29593309,"R",197669079,"R",33832469,"R",13577214,"R",20255255,"R",231501548,"R",18946619,"R",187723955,"R",24476908,"R",14315274,"R",0,"R",245462756,"R",69798951,"R",124254050,"R",120032892,"R",0,"R",4221158,"R",227280390,"R",0,"R",231501548,"R",6423706,"R",979814,"R",65353,"R",0,"R",2759960,"R",40901278,"R",51130111,"R",43674337,"R",0,"R",43674337,"R",93597755,"R",93597755,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",979814,"R",0,"R",979814,"R",0,"R",65353,"R",40626,"R",24727,"R",0,"R",628123,"R",542389,"R",82742,"R",2992,"R",5279344,"R",3071740,"R",2251920,"R",-44316,"R",5279344,"R",3071740,"R",2251920,"R",-44316,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3556779,"R",2749467,"R",758278,"R",49034,"R",657178,"R",657178,"R",18941799,"R",18941799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",547905,"R",927051,"R",-371436,"R",-7710,"R",124254050,"R",120528005,"R",3726045,"R",0,"R",0,"R",3099345,"R",-3099345,"Z",0,"R",124254050,"R",123627350,"R",626700,"R",0,"R",58357288,"R",35746640,"R",322034,"R",132656,"R",0,"R",0,"R",12988147,"R",5513446,"R",19052094,"R",8762900,"R",16418552,"R",4040397,"R",9706593,"R",1084233,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3188184,"R",1554180,"R",120032892,"R",56834452,"R",18236940,"R",8348935,"R",7070467,"R",1052232,"R",28489866, 1,"R",89130056,"R",92320906
